CoM_x,CoM_y,CoM_z,x_body_x,x_body_y,x_body_z,y_body_x,y_body_y,y_body_z,t_ms,x_vel
-0.0090485,-0.0078114,0.010568,0.75799,-0.21676,0.6152,0.22024,0.97283,0.07141,-14,0.13565
-0.0090445,-0.0078098,0.010565,0.75806,-0.21676,0.61511,0.22055,0.97279,0.070996,-13.95,0.13565
-0.0090404,-0.0078082,0.010561,0.75813,-0.21676,0.61502,0.22087,0.97275,0.070574,-13.9,0.13565
-0.0090362,-0.0078065,0.010558,0.7582,-0.21676,0.61493,0.2212,0.9727,0.070145,-13.85,0.13565
-0.0090319,-0.0078049,0.010554,0.75828,-0.21676,0.61484,0.22152,0.97266,0.069709,-13.8,0.13566
-0.0090276,-0.0078032,0.010551,0.75835,-0.21676,0.61475,0.22186,0.97262,0.069266,-13.75,0.13566
-0.0090231,-0.0078014,0.010547,0.75843,-0.21677,0.61466,0.2222,0.97257,0.068816,-13.7,0.13566
-0.0090186,-0.0077997,0.010543,0.7585,-0.21677,0.61456,0.22255,0.97252,0.068359,-13.65,0.13566
-0.0090141,-0.0077979,0.010539,0.75858,-0.21677,0.61447,0.2229,0.97248,0.067894,-13.6,0.13567
-0.0090094,-0.0077961,0.010536,0.75866,-0.21677,0.61437,0.22325,0.97243,0.067423,-13.55,0.13567
-0.0090047,-0.0077943,0.010532,0.75874,-0.21677,0.61427,0.22361,0.97238,0.066945,-13.5,0.13567
-0.0089999,-0.0077924,0.010528,0.75882,-0.21677,0.61417,0.22398,0.97233,0.066461,-13.45,0.13567
-0.0089951,-0.0077905,0.010524,0.7589,-0.21678,0.61407,0.22434,0.97227,0.065969,-13.4,0.13568
-0.0089901,-0.0077886,0.01052,0.75898,-0.21678,0.61396,0.22472,0.97222,0.065472,-13.35,0.13568
-0.0089851,-0.0077866,0.010516,0.75907,-0.21678,0.61386,0.2251,0.97217,0.064967,-13.3,0.13568
-0.00898,-0.0077846,0.010511,0.75915,-0.21678,0.61375,0.22548,0.97211,0.064457,-13.25,0.13568
-0.0089748,-0.0077826,0.010507,0.75924,-0.21678,0.61365,0.22587,0.97206,0.06394,-13.2,0.13569
-0.0089696,-0.0077806,0.010503,0.75932,-0.21678,0.61354,0.22626,0.972,0.063417,-13.15,0.13569
-0.0089643,-0.0077785,0.010498,0.75941,-0.21678,0.61343,0.22665,0.97194,0.062887,-13.1,0.13569
-0.0089589,-0.0077764,0.010494,0.7595,-0.21679,0.61332,0.22705,0.97188,0.062352,-13.05,0.1357
-0.0089535,-0.0077743,0.01049,0.75959,-0.21679,0.61321,0.22746,0.97182,0.061812,-13,0.1357
-0.008948,-0.0077722,0.010485,0.75968,-0.21679,0.6131,0.22787,0.97176,0.061265,-12.95,0.1357
-0.0089424,-0.00777,0.01048,0.75977,-0.21679,0.61298,0.22828,0.9717,0.060713,-12.9,0.13571
-0.0089367,-0.0077678,0.010476,0.75986,-0.21679,0.61287,0.22869,0.97164,0.060156,-12.85,0.13571
-0.008931,-0.0077656,0.010471,0.75996,-0.21679,0.61275,0.22911,0.97157,0.059593,-12.8,0.13571
-0.0089252,-0.0077633,0.010466,0.76005,-0.21679,0.61264,0.22953,0.97151,0.059026,-12.75,0.13572
-0.0089193,-0.007761,0.010461,0.76015,-0.21679,0.61252,0.22996,0.97144,0.058453,-12.7,0.13572
-0.0089134,-0.0077587,0.010457,0.76024,-0.2168,0.6124,0.23038,0.97138,0.057876,-12.65,0.13572
-0.0089073,-0.0077564,0.010452,0.76034,-0.2168,0.61228,0.23081,0.97131,0.057294,-12.6,0.13573
-0.0089013,-0.0077541,0.010447,0.76043,-0.2168,0.61216,0.23125,0.97124,0.056708,-12.55,0.13573
-0.0088951,-0.0077517,0.010442,0.76053,-0.2168,0.61204,0.23168,0.97117,0.056118,-12.5,0.13573
-0.0088889,-0.0077493,0.010437,0.76063,-0.2168,0.61192,0.23212,0.9711,0.055524,-12.45,0.13574
-0.0088827,-0.0077469,0.010431,0.76073,-0.2168,0.61179,0.23256,0.97103,0.054926,-12.4,0.13574
-0.0088763,-0.0077444,0.010426,0.76083,-0.2168,0.61167,0.23301,0.97096,0.054324,-12.35,0.13575
-0.0088699,-0.007742,0.010421,0.76093,-0.2168,0.61155,0.23345,0.97088,0.053719,-12.3,0.13575
-0.0088635,-0.0077395,0.010416,0.76103,-0.21681,0.61142,0.2339,0.97081,0.05311,-12.25,0.13576
-0.0088569,-0.007737,0.01041,0.76113,-0.21681,0.6113,0.23435,0.97073,0.052499,-12.2,0.13576
-0.0088504,-0.0077344,0.010405,0.76123,-0.21681,0.61117,0.2348,0.97066,0.051885,-12.15,0.13577
-0.0088437,-0.0077319,0.0104,0.76133,-0.21681,0.61104,0.23525,0.97058,0.051269,-12.1,0.13577
-0.008837,-0.0077293,0.010394,0.76143,-0.21681,0.61091,0.2357,0.9705,0.05065,-12.05,0.13577
-0.0088303,-0.0077267,0.010389,0.76153,-0.21681,0.61079,0.23616,0.97043,0.050029,-12,0.13578
-0.0088235,-0.0077241,0.010383,0.76164,-0.21681,0.61066,0.23661,0.97035,0.049406,-11.95,0.13578
-0.0088166,-0.0077214,0.010377,0.76174,-0.21681,0.61053,0.23707,0.97027,0.048781,-11.9,0.13579
-0.0088097,-0.0077188,0.010372,0.76184,-0.21681,0.6104,0.23752,0.97019,0.048155,-11.85,0.13579
-0.0088027,-0.0077161,0.010366,0.76195,-0.21682,0.61027,0.23798,0.97011,0.047528,-11.8,0.1358
-0.0087957,-0.0077134,0.01036,0.76205,-0.21682,0.61014,0.23844,0.97002,0.0469,-11.75,0.1358
-0.0087886,-0.0077107,0.010355,0.76216,-0.21682,0.61001,0.23889,0.96994,0.046272,-11.7,0.13581
-0.0087814,-0.007708,0.010349,0.76226,-0.21682,0.60987,0.23935,0.96986,0.045643,-11.65,0.13582
-0.0087743,-0.0077053,0.010343,0.76237,-0.21682,0.60974,0.23981,0.96978,0.045013,-11.6,0.13582
-0.008767,-0.0077025,0.010337,0.76247,-0.21682,0.60961,0.24026,0.96969,0.044384,-11.55,0.13583
-0.0087597,-0.0076997,0.010331,0.76258,-0.21682,0.60948,0.24072,0.96961,0.043755,-11.5,0.13583
-0.0087524,-0.0076969,0.010325,0.76268,-0.21682,0.60935,0.24117,0.96952,0.043127,-11.45,0.13584
-0.008745,-0.0076941,0.010319,0.76279,-0.21682,0.60921,0.24162,0.96944,0.0425,-11.4,0.13584
-0.0087376,-0.0076913,0.010313,0.76289,-0.21683,0.60908,0.24207,0.96935,0.041873,-11.35,0.13585
-0.0087301,-0.0076885,0.010307,0.763,-0.21683,0.60895,0.24252,0.96927,0.041249,-11.3,0.13585
-0.0087226,-0.0076856,0.010301,0.7631,-0.21683,0.60882,0.24297,0.96918,0.040625,-11.25,0.13586
-0.0087151,-0.0076828,0.010295,0.76321,-0.21683,0.60868,0.24342,0.9691,0.040004,-11.2,0.13587
-0.0087075,-0.0076799,0.010289,0.76331,-0.21683,0.60855,0.24386,0.96901,0.039385,-11.15,0.13587
-0.0086999,-0.007677,0.010283,0.76342,-0.21683,0.60842,0.2443,0.96892,0.038768,-11.1,0.13588
-0.0086922,-0.0076741,0.010276,0.76353,-0.21683,0.60829,0.24474,0.96884,0.038154,-11.05,0.13588
-0.0086845,-0.0076712,0.01027,0.76363,-0.21684,0.60815,0.24518,0.96875,0.037543,-11,0.13589
-0.0086768,-0.0076683,0.010264,0.76374,-0.21684,0.60802,0.24561,0.96866,0.036935,-10.95,0.1359
-0.008669,-0.0076654,0.010258,0.76384,-0.21684,0.60789,0.24605,0.96858,0.036331,-10.9,0.1359
-0.0086612,-0.0076624,0.010251,0.76395,-0.21684,0.60776,0.24647,0.96849,0.03573,-10.85,0.13591
-0.0086534,-0.0076595,0.010245,0.76405,-0.21684,0.60762,0.2469,0.9684,0.035134,-10.8,0.13591
-0.0086455,-0.0076565,0.010239,0.76415,-0.21684,0.60749,0.24732,0.96832,0.034542,-10.75,0.13592
-0.0086376,-0.0076536,0.010232,0.76426,-0.21685,0.60736,0.24774,0.96823,0.033954,-10.7,0.13593
-0.0086296,-0.0076506,0.010226,0.76436,-0.21685,0.60723,0.24815,0.96815,0.033371,-10.65,0.13593
-0.0086217,-0.0076476,0.010219,0.76446,-0.21685,0.6071,0.24856,0.96806,0.032794,-10.6,0.13594
-0.0086137,-0.0076447,0.010213,0.76457,-0.21685,0.60697,0.24897,0.96798,0.032221,-10.55,0.13595
-0.0086057,-0.0076417,0.010207,0.76467,-0.21686,0.60684,0.24937,0.96789,0.031655,-10.5,0.13595
-0.0085976,-0.0076387,0.0102,0.76477,-0.21686,0.60671,0.24976,0.96781,0.031094,-10.45,0.13596
-0.0085896,-0.0076357,0.010194,0.76487,-0.21686,0.60658,0.25016,0.96772,0.030539,-10.4,0.13596
-0.0085815,-0.0076327,0.010187,0.76497,-0.21686,0.60645,0.25054,0.96764,0.029991,-10.35,0.13597
-0.0085734,-0.0076297,0.010181,0.76507,-0.21687,0.60632,0.25092,0.96756,0.029449,-10.3,0.13598
-0.0085653,-0.0076267,0.010174,0.76517,-0.21687,0.6062,0.2513,0.96748,0.028914,-10.25,0.13598
-0.0085571,-0.0076237,0.010168,0.76527,-0.21687,0.60607,0.25167,0.9674,0.028387,-10.2,0.13599
-0.0085489,-0.0076206,0.010161,0.76537,-0.21688,0.60594,0.25204,0.96732,0.027866,-10.15,0.136
-0.0085408,-0.0076176,0.010155,0.76547,-0.21688,0.60582,0.2524,0.96724,0.027354,-10.1,0.136
-0.0085326,-0.0076146,0.010148,0.76557,-0.21688,0.60569,0.25275,0.96716,0.026849,-10.05,0.13601
-0.0085243,-0.0076116,0.010141,0.76567,-0.21689,0.60557,0.2531,0.96708,0.026352,-10,0.13602
-0.0085161,-0.0076086,0.010135,0.76576,-0.21689,0.60545,0.25344,0.96701,0.025864,-9.95,0.13602
-0.0085079,-0.0076055,0.010128,0.76586,-0.21689,0.60532,0.25378,0.96693,0.025384,-9.9,0.13603
-0.0084996,-0.0076025,0.010122,0.76596,-0.2169,0.6052,0.25411,0.96686,0.024912,-9.85,0.13604
-0.0084913,-0.0075995,0.010115,0.76605,-0.2169,0.60508,0.25443,0.96678,0.02445,-9.8,0.13604
-0.008483,-0.0075965,0.010108,0.76614,-0.21691,0.60496,0.25474,0.96671,0.023997,-9.75,0.13605
-0.0084747,-0.0075935,0.010102,0.76624,-0.21691,0.60484,0.25505,0.96664,0.023554,-9.7,0.13605
-0.0084664,-0.0075904,0.010095,0.76633,-0.21692,0.60472,0.25535,0.96657,0.023119,-9.65,0.13606
-0.0084581,-0.0075874,0.010089,0.76642,-0.21692,0.6046,0.25565,0.9665,0.022695,-9.6,0.13607
-0.0084498,-0.0075844,0.010082,0.76651,-0.21693,0.60448,0.25594,0.96644,0.022281,-9.55,0.13607
-0.0084415,-0.0075814,0.010075,0.7666,-0.21693,0.60437,0.25622,0.96637,0.021877,-9.5,0.13608
-0.0084332,-0.0075784,0.010069,0.76669,-0.21694,0.60425,0.25649,0.96631,0.021483,-9.45,0.13609
-0.0084248,-0.0075754,0.010062,0.76678,-0.21695,0.60414,0.25676,0.96625,0.0211,-9.4,0.13609
-0.0084165,-0.0075724,0.010056,0.76687,-0.21695,0.60402,0.25702,0.96619,0.020727,-9.35,0.1361
-0.0084081,-0.0075694,0.010049,0.76695,-0.21696,0.60391,0.25727,0.96613,0.020366,-9.3,0.13611
-0.0083998,-0.0075664,0.010042,0.76704,-0.21697,0.6038,0.25751,0.96607,0.020015,-9.25,0.13611
-0.0083914,-0.0075634,0.010036,0.76713,-0.21697,0.60369,0.25774,0.96601,0.019676,-9.2,0.13612
-0.0083831,-0.0075604,0.010029,0.76721,-0.21698,0.60358,0.25797,0.96596,0.019347,-9.15,0.13612
-0.0083747,-0.0075575,0.010023,0.76729,-0.21699,0.60347,0.25819,0.96591,0.019031,-9.1,0.13613
-0.0083664,-0.0075545,0.010016,0.76738,-0.217,0.60336,0.2584,0.96586,0.018726,-9.05,0.13614
-0.008358,-0.0075515,0.010009,0.76746,-0.217,0.60326,0.2586,0.96581,0.018432,-9,0.13614
-0.0083497,-0.0075486,0.010003,0.76754,-0.21701,0.60315,0.2588,0.96576,0.018151,-8.95,0.13615
-0.0083414,-0.0075456,0.0099963,0.76762,-0.21702,0.60305,0.25898,0.96572,0.017882,-8.9,0.13616
-0.008333,-0.0075427,0.0099898,0.7677,-0.21703,0.60294,0.25916,0.96567,0.017624,-8.85,0.13616
-0.0083247,-0.0075398,0.0099832,0.76777,-0.21704,0.60284,0.25933,0.96563,0.017379,-8.8,0.13617
-0.0083164,-0.0075368,0.0099767,0.76785,-0.21705,0.60274,0.25949,0.96559,0.017146,-8.75,0.13617
-0.008308,-0.0075339,0.0099701,0.76793,-0.21706,0.60264,0.25964,0.96556,0.016926,-8.7,0.13618
-0.0082997,-0.007531,0.0099636,0.768,-0.21707,0.60254,0.25978,0.96552,0.016717,-8.65,0.13619
-0.0082914,-0.0075281,0.0099571,0.76807,-0.21708,0.60244,0.25992,0.96549,0.016522,-8.6,0.13619
-0.0082831,-0.0075252,0.0099506,0.76815,-0.21709,0.60235,0.26004,0.96546,0.016339,-8.55,0.1362
-0.0082748,-0.0075223,0.0099441,0.76822,-0.2171,0.60225,0.26016,0.96543,0.016169,-8.5,0.1362
-0.0082665,-0.0075195,0.0099376,0.76829,-0.21711,0.60216,0.26027,0.9654,0.016011,-8.45,0.13621
-0.0082582,-0.0075166,0.0099311,0.76836,-0.21713,0.60206,0.26037,0.96538,0.015866,-8.4,0.13621
-0.0082499,-0.0075137,0.0099247,0.76843,-0.21714,0.60197,0.26046,0.96536,0.015734,-8.35,0.13622
-0.0082417,-0.0075109,0.0099182,0.76849,-0.21715,0.60188,0.26054,0.96534,0.015615,-8.3,0.13623
-0.0082334,-0.0075081,0.0099118,0.76856,-0.21716,0.60179,0.26062,0.96532,0.015509,-8.25,0.13623
-0.0082252,-0.0075052,0.0099054,0.76863,-0.21718,0.6017,0.26068,0.9653,0.015415,-8.2,0.13624
-0.0082169,-0.0075024,0.009899,0.76869,-0.21719,0.60162,0.26074,0.96529,0.015335,-8.15,0.13624
-0.0082087,-0.0074996,0.0098926,0.76875,-0.21721,0.60153,0.26078,0.96528,0.015267,-8.1,0.13625
-0.0082005,-0.0074968,0.0098862,0.76882,-0.21722,0.60145,0.26082,0.96527,0.015212,-8.05,0.13625
-0.0081923,-0.007494,0.0098798,0.76888,-0.21723,0.60136,0.26085,0.96526,0.01517,-8,0.13626
-0.0081841,-0.0074913,0.0098734,0.76894,-0.21725,0.60128,0.26088,0.96525,0.015141,-7.95,0.13626
-0.0081759,-0.0074885,0.0098671,0.769,-0.21727,0.6012,0.26089,0.96525,0.015125,-7.9,0.13627
-0.0081677,-0.0074858,0.0098608,0.76905,-0.21728,0.60112,0.26089,0.96525,0.015121,-7.85,0.13627
-0.0081596,-0.007483,0.0098544,0.76911,-0.2173,0.60104,0.26089,0.96525,0.015131,-7.8,0.13628
-0.0081514,-0.0074803,0.0098481,0.76917,-0.21731,0.60096,0.26088,0.96525,0.015153,-7.75,0.13628
-0.0081433,-0.0074776,0.0098419,0.76922,-0.21733,0.60089,0.26085,0.96526,0.015187,-7.7,0.13629
-0.0081352,-0.0074749,0.0098356,0.76928,-0.21735,0.60081,0.26082,0.96527,0.015234,-7.65,0.13629
-0.0081271,-0.0074722,0.0098293,0.76933,-0.21737,0.60074,0.26079,0.96528,0.015294,-7.6,0.1363
-0.008119,-0.0074695,0.0098231,0.76938,-0.21738,0.60067,0.26074,0.96529,0.015366,-7.55,0.1363
-0.0081109,-0.0074668,0.0098169,0.76943,-0.2174,0.60059,0.26069,0.9653,0.01545,-7.5,0.13631
-0.0081029,-0.0074642,0.0098106,0.76948,-0.21742,0.60052,0.26062,0.96532,0.015547,-7.45,0.13631
-0.0080948,-0.0074615,0.0098044,0.76953,-0.21744,0.60045,0.26055,0.96533,0.015656,-7.4,0.13632
-0.0080868,-0.0074589,0.0097983,0.76958,-0.21746,0.60039,0.26047,0.96535,0.015777,-7.35,0.13632
-0.0080788,-0.0074563,0.0097921,0.76962,-0.21748,0.60032,0.26039,0.96537,0.01591,-7.3,0.13633
-0.0080708,-0.0074536,0.0097859,0.76967,-0.2175,0.60025,0.26029,0.9654,0.016054,-7.25,0.13633
-0.0080628,-0.007451,0.0097798,0.76971,-0.21752,0.60019,0.26019,0.96542,0.016211,-7.2,0.13634
-0.0080548,-0.0074485,0.0097737,0.76976,-0.21754,0.60013,0.26008,0.96545,0.016379,-7.15,0.13634
-0.0080468,-0.0074459,0.0097676,0.7698,-0.21757,0.60006,0.25996,0.96548,0.016558,-7.1,0.13635
-0.0080389,-0.0074433,0.0097615,0.76984,-0.21759,0.6,0.25984,0.96551,0.016749,-7.05,0.13635
-0.008031,-0.0074408,0.0097554,0.76988,-0.21761,0.59994,0.2597,0.96554,0.01695,-7,0.13636
-0.008023,-0.0074382,0.0097493,0.76992,-0.21763,0.59988,0.25957,0.96557,0.017163,-6.95,0.13636
-0.0080151,-0.0074357,0.0097433,0.76996,-0.21766,0.59983,0.25942,0.96561,0.017387,-6.9,0.13637
-0.0080073,-0.0074332,0.0097372,0.76999,-0.21768,0.59977,0.25926,0.96565,0.017621,-6.85,0.13637
-0.0079994,-0.0074307,0.0097312,0.77003,-0.2177,0.59972,0.2591,0.96568,0.017866,-6.8,0.13637
-0.0079915,-0.0074282,0.0097252,0.77007,-0.21773,0.59966,0.25894,0.96572,0.018121,-6.75,0.13638
-0.0079837,-0.0074257,0.0097192,0.7701,-0.21775,0.59961,0.25876,0.96577,0.018386,-6.7,0.13638
-0.0079758,-0.0074232,0.0097132,0.77013,-0.21778,0.59956,0.25858,0.96581,0.018661,-6.65,0.13639
-0.007968,-0.0074208,0.0097072,0.77017,-0.2178,0.5995,0.25839,0.96585,0.018946,-6.6,0.13639
-0.0079602,-0.0074183,0.0097013,0.7702,-0.21783,0.59945,0.2582,0.9659,0.01924,-6.55,0.1364
-0.0079524,-0.0074159,0.0096953,0.77023,-0.21785,0.59941,0.258,0.96595,0.019544,-6.5,0.1364
-0.0079447,-0.0074134,0.0096894,0.77026,-0.21788,0.59936,0.2578,0.966,0.019857,-6.45,0.1364
-0.0079369,-0.007411,0.0096835,0.77029,-0.21791,0.59931,0.25758,0.96605,0.020178,-6.4,0.13641
-0.0079292,-0.0074086,0.0096776,0.77032,-0.21793,0.59926,0.25737,0.9661,0.020509,-6.35,0.13641
-0.0079214,-0.0074062,0.0096717,0.77034,-0.21796,0.59922,0.25714,0.96615,0.020848,-6.3,0.13642
-0.0079137,-0.0074038,0.0096658,0.77037,-0.21799,0.59917,0.25692,0.9662,0.021195,-6.25,0.13642
-0.007906,-0.0074015,0.0096599,0.7704,-0.21802,0.59913,0.25668,0.96626,0.02155,-6.2,0.13642
-0.0078983,-0.0073991,0.0096541,0.77042,-0.21804,0.59909,0.25644,0.96631,0.021913,-6.15,0.13643
-0.0078906,-0.0073968,0.0096482,0.77045,-0.21807,0.59905,0.2562,0.96637,0.022284,-6.1,0.13643
-0.007883,-0.0073944,0.0096424,0.77047,-0.2181,0.59901,0.25595,0.96642,0.022662,-6.05,0.13644
-0.0078753,-0.0073921,0.0096366,0.77049,-0.21813,0.59897,0.2557,0.96648,0.023047,-6,0.13644
-0.0078677,-0.0073898,0.0096308,0.77051,-0.21816,0.59893,0.25544,0.96654,0.023439,-5.95,0.13644
-0.00786,-0.0073875,0.009625,0.77053,-0.21819,0.59889,0.25518,0.9666,0.023838,-5.9,0.13645
-0.0078524,-0.0073851,0.0096192,0.77055,-0.21822,0.59886,0.25491,0.96666,0.024242,-5.85,0.13645
-0.0078448,-0.0073829,0.0096134,0.77057,-0.21825,0.59882,0.25464,0.96672,0.024653,-5.8,0.13646
-0.0078372,-0.0073806,0.0096076,0.77059,-0.21828,0.59878,0.25437,0.96678,0.02507,-5.75,0.13646
-0.0078296,-0.0073783,0.0096018,0.77061,-0.21831,0.59875,0.25409,0.96684,0.025493,-5.7,0.13646
-0.007822,-0.007376,0.0095961,0.77063,-0.21834,0.59872,0.25381,0.96691,0.025921,-5.65,0.13647
-0.0078145,-0.0073738,0.0095903,0.77064,-0.21837,0.59868,0.25353,0.96697,0.026354,-5.6,0.13647
-0.0078069,-0.0073715,0.0095846,0.77066,-0.2184,0.59865,0.25324,0.96703,0.026791,-5.55,0.13648
-0.0077994,-0.0073693,0.0095789,0.77068,-0.21843,0.59862,0.25295,0.9671,0.027234,-5.5,0.13648
-0.0077918,-0.0073671,0.0095731,0.77069,-0.21846,0.59859,0.25265,0.96716,0.02768,-5.45,0.13648
-0.0077843,-0.0073649,0.0095674,0.7707,-0.21849,0.59856,0.25236,0.96723,0.028131,-5.4,0.13649
-0.0077768,-0.0073626,0.0095617,0.77072,-0.21852,0.59853,0.25206,0.96729,0.028585,-5.35,0.13649
-0.0077693,-0.0073604,0.009556,0.77073,-0.21855,0.5985,0.25176,0.96735,0.029043,-5.3,0.1365
-0.0077618,-0.0073582,0.0095503,0.77074,-0.21859,0.59848,0.25145,0.96742,0.029505,-5.25,0.1365
-0.0077543,-0.0073561,0.0095446,0.77076,-0.21862,0.59845,0.25115,0.96748,0.029969,-5.2,0.1365
-0.0077468,-0.0073539,0.0095389,0.77077,-0.21865,0.59842,0.25084,0.96755,0.030436,-5.15,0.13651
-0.0077393,-0.0073517,0.0095332,0.77078,-0.21868,0.5984,0.25053,0.96761,0.030905,-5.1,0.13651
-0.0077319,-0.0073495,0.0095276,0.77079,-0.21871,0.59837,0.25022,0.96768,0.031377,-5.05,0.13652
-0.0077244,-0.0073474,0.0095219,0.7708,-0.21874,0.59835,0.24991,0.96775,0.031851,-5,0.13652
-0.007717,-0.0073452,0.0095162,0.77081,-0.21877,0.59832,0.2496,0.96781,0.032326,-4.95,0.13653
-0.0077095,-0.0073431,0.0095106,0.77082,-0.21881,0.5983,0.24928,0.96788,0.032803,-4.9,0.13653
-0.0077021,-0.007341,0.0095049,0.77083,-0.21884,0.59828,0.24897,0.96794,0.033281,-4.85,0.13653
-0.0076946,-0.0073388,0.0094992,0.77084,-0.21887,0.59826,0.24865,0.968,0.03376,-4.8,0.13654
-0.0076872,-0.0073367,0.0094936,0.77084,-0.2189,0.59823,0.24833,0.96807,0.034239,-4.75,0.13654
-0.0076798,-0.0073346,0.0094879,0.77085,-0.21893,0.59821,0.24802,0.96813,0.034719,-4.7,0.13655
-0.0076724,-0.0073325,0.0094823,0.77086,-0.21896,0.59819,0.2477,0.9682,0.0352,-4.65,0.13655
-0.007665,-0.0073304,0.0094766,0.77087,-0.21899,0.59817,0.24738,0.96826,0.03568,-4.6,0.13656
-0.0076575,-0.0073283,0.009471,0.77087,-0.21902,0.59815,0.24707,0.96832,0.036159,-4.55,0.13656
-0.0076501,-0.0073262,0.0094653,0.77088,-0.21905,0.59813,0.24675,0.96839,0.036639,-4.5,0.13657
-0.0076427,-0.0073241,0.0094597,0.77088,-0.21908,0.59811,0.24643,0.96845,0.037117,-4.45,0.13657
-0.0076353,-0.007322,0.009454,0.77089,-0.21911,0.5981,0.24612,0.96851,0.037594,-4.4,0.13657
-0.007628,-0.0073199,0.0094484,0.7709,-0.21914,0.59808,0.2458,0.96857,0.03807,-4.35,0.13658
-0.0076206,-0.0073179,0.0094428,0.7709,-0.21917,0.59806,0.24549,0.96863,0.038545,-4.3,0.13658
-0.0076132,-0.0073158,0.0094371,0.77091,-0.2192,0.59804,0.24517,0.96869,0.039018,-4.25,0.13659
-0.0076058,-0.0073137,0.0094315,0.77091,-0.21923,0.59803,0.24486,0.96875,0.039489,-4.2,0.13659
-0.0075984,-0.0073117,0.0094258,0.77092,-0.21926,0.59801,0.24455,0.96881,0.039957,-4.15,0.1366
-0.007591,-0.0073096,0.0094202,0.77092,-0.21929,0.59799,0.24424,0.96887,0.040424,-4.1,0.1366
-0.0075837,-0.0073076,0.0094145,0.77092,-0.21932,0.59798,0.24393,0.96893,0.040887,-4.05,0.13661
-0.0075763,-0.0073055,0.0094089,0.77093,-0.21934,0.59796,0.24362,0.96899,0.041348,-4,0.13662
-0.0075689,-0.0073035,0.0094032,0.77093,-0.21937,0.59795,0.24332,0.96904,0.041806,-3.95,0.13662
-0.0075615,-0.0073015,0.0093976,0.77094,-0.2194,0.59793,0.24302,0.9691,0.042261,-3.9,0.13663
-0.0075542,-0.0072994,0.0093919,0.77094,-0.21943,0.59792,0.24272,0.96916,0.042712,-3.85,0.13663
-0.0075468,-0.0072974,0.0093862,0.77094,-0.21945,0.5979,0.24242,0.96921,0.043159,-3.8,0.13664
-0.0075394,-0.0072954,0.0093806,0.77095,-0.21948,0.59789,0.24212,0.96927,0.043603,-3.75,0.13664
-0.0075321,-0.0072933,0.0093749,0.77095,-0.2195,0.59787,0.24182,0.96932,0.044043,-3.7,0.13665
-0.0075247,-0.0072913,0.0093692,0.77096,-0.21953,0.59786,0.24153,0.96937,0.044479,-3.65,0.13665
-0.0075173,-0.0072893,0.0093636,0.77096,-0.21955,0.59785,0.24124,0.96943,0.04491,-3.6,0.13666
-0.0075099,-0.0072873,0.0093579,0.77096,-0.21957,0.59783,0.24096,0.96948,0.045337,-3.55,0.13667
-0.0075026,-0.0072853,0.0093522,0.77097,-0.2196,0.59782,0.24067,0.96953,0.045759,-3.5,0.13667
-0.0074952,-0.0072833,0.0093465,0.77097,-0.21962,0.59781,0.24039,0.96958,0.046176,-3.45,0.13668
-0.0074878,-0.0072813,0.0093408,0.77097,-0.21964,0.59779,0.24011,0.96963,0.046588,-3.4,0.13669
-0.0074804,-0.0072793,0.0093351,0.77098,-0.21966,0.59778,0.23984,0.96968,0.046996,-3.35,0.13669
-0.0074731,-0.0072773,0.0093294,0.77098,-0.21968,0.59777,0.23956,0.96972,0.047397,-3.3,0.1367
-0.0074657,-0.0072753,0.0093237,0.77099,-0.2197,0.59775,0.23929,0.96977,0.047794,-3.25,0.1367
-0.0074583,-0.0072733,0.009318,0.77099,-0.21972,0.59774,0.23903,0.96982,0.048185,-3.2,0.13671
-0.0074509,-0.0072713,0.0093123,0.77099,-0.21974,0.59773,0.23877,0.96986,0.04857,-3.15,0.13672
-0.0074435,-0.0072693,0.0093066,0.771,-0.21976,0.59772,0.23851,0.96991,0.04895,-3.1,0.13673
-0.0074361,-0.0072673,0.0093008,0.771,-0.21978,0.59771,0.23825,0.96995,0.049323,-3.05,0.13673
-0.0074287,-0.0072653,0.0092951,0.77101,-0.21979,0.59769,0.238,0.96999,0.049691,-3,0.13674
-0.0074213,-0.0072633,0.0092894,0.77101,-0.21981,0.59768,0.23775,0.97004,0.050052,-2.95,0.13675
-0.0074139,-0.0072613,0.0092836,0.77102,-0.21983,0.59767,0.2375,0.97008,0.050407,-2.9,0.13675
-0.0074065,-0.0072593,0.0092779,0.77102,-0.21984,0.59766,0.23726,0.97012,0.050756,-2.85,0.13676
-0.0073991,-0.0072574,0.0092721,0.77103,-0.21985,0.59765,0.23703,0.97016,0.051099,-2.8,0.13677
-0.0073917,-0.0072554,0.0092663,0.77103,-0.21987,0.59763,0.23679,0.9702,0.051435,-2.75,0.13678
-0.0073843,-0.0072534,0.0092605,0.77104,-0.21988,0.59762,0.23656,0.97024,0.051764,-2.7,0.13679
-0.0073769,-0.0072514,0.0092548,0.77105,-0.21989,0.59761,0.23634,0.97027,0.052087,-2.65,0.13679
-0.0073695,-0.0072494,0.009249,0.77105,-0.2199,0.5976,0.23611,0.97031,0.052403,-2.6,0.1368
-0.007362,-0.0072475,0.0092432,0.77106,-0.21991,0.59759,0.23589,0.97035,0.052713,-2.55,0.13681
-0.0073546,-0.0072455,0.0092374,0.77106,-0.21992,0.59757,0.23568,0.97038,0.053015,-2.5,0.13682
