CoM_x,CoM_y,CoM_z,x_body_x,x_body_y,x_body_z,y_body_x,y_body_y,y_body_z,t_ms,x_vel
-0.0033388,0.0064104,0.0094435,0.23514,-0.61897,0.74939,0.96634,0.066049,-0.24866,-27.25,0.10821
-0.0033344,0.0064085,0.0094436,0.23513,-0.61907,0.74931,0.96637,0.066332,-0.24844,-27.2,0.1082
-0.0033299,0.0064067,0.0094438,0.23511,-0.61917,0.74923,0.96641,0.066619,-0.24821,-27.15,0.10818
-0.0033254,0.0064048,0.0094439,0.23509,-0.61928,0.74915,0.96645,0.066911,-0.24797,-27.1,0.10817
-0.0033207,0.0064029,0.0094441,0.23508,-0.61939,0.74907,0.96649,0.067207,-0.24774,-27.05,0.10816
-0.003316,0.0064009,0.0094443,0.23506,-0.6195,0.74898,0.96653,0.067508,-0.2475,-27,0.10815
-0.0033112,0.0063989,0.0094444,0.23504,-0.6196,0.7489,0.96657,0.067814,-0.24726,-26.95,0.10813
-0.0033063,0.0063969,0.0094446,0.23503,-0.61972,0.74881,0.96661,0.068123,-0.24701,-26.9,0.10812
-0.0033013,0.0063949,0.0094448,0.23501,-0.61983,0.74872,0.96666,0.068437,-0.24676,-26.85,0.10811
-0.0032963,0.0063928,0.009445,0.235,-0.61994,0.74863,0.9667,0.068755,-0.24651,-26.8,0.1081
-0.0032911,0.0063907,0.0094452,0.23498,-0.62005,0.74854,0.96674,0.069078,-0.24626,-26.75,0.10808
-0.0032859,0.0063885,0.0094454,0.23497,-0.62017,0.74845,0.96678,0.069404,-0.246,-26.7,0.10807
-0.0032806,0.0063863,0.0094455,0.23496,-0.62028,0.74836,0.96682,0.069734,-0.24574,-26.65,0.10806
-0.0032752,0.0063841,0.0094457,0.23494,-0.6204,0.74827,0.96687,0.070068,-0.24548,-26.6,0.10805
-0.0032697,0.0063819,0.0094459,0.23493,-0.62051,0.74818,0.96691,0.070407,-0.24522,-26.55,0.10803
-0.0032642,0.0063796,0.0094461,0.23492,-0.62063,0.74808,0.96695,0.070749,-0.24495,-26.5,0.10802
-0.0032585,0.0063774,0.0094463,0.23491,-0.62075,0.74799,0.96699,0.071094,-0.24469,-26.45,0.10801
-0.0032528,0.006375,0.0094466,0.2349,-0.62087,0.74789,0.96703,0.071443,-0.24442,-26.4,0.108
-0.003247,0.0063727,0.0094468,0.23489,-0.62099,0.7478,0.96708,0.071796,-0.24415,-26.35,0.10799
-0.0032411,0.0063703,0.009447,0.23488,-0.62111,0.7477,0.96712,0.072153,-0.24387,-26.3,0.10798
-0.0032351,0.0063679,0.0094472,0.23487,-0.62122,0.74761,0.96716,0.072513,-0.2436,-26.25,0.10796
-0.0032291,0.0063655,0.0094474,0.23487,-0.62134,0.74751,0.9672,0.072876,-0.24332,-26.2,0.10795
-0.0032229,0.006363,0.0094477,0.23486,-0.62146,0.74741,0.96725,0.073242,-0.24304,-26.15,0.10794
-0.0032167,0.0063605,0.0094479,0.23486,-0.62158,0.74731,0.96729,0.073612,-0.24276,-26.1,0.10793
-0.0032104,0.006358,0.0094481,0.23486,-0.6217,0.74721,0.96733,0.073985,-0.24248,-26.05,0.10792
-0.003204,0.0063555,0.0094484,0.23485,-0.62182,0.74711,0.96737,0.07436,-0.2422,-26,0.10791
-0.0031976,0.0063529,0.0094486,0.23485,-0.62194,0.74701,0.96741,0.074739,-0.24192,-25.95,0.1079
-0.003191,0.0063503,0.0094488,0.23485,-0.62206,0.74691,0.96746,0.075121,-0.24163,-25.9,0.10789
-0.0031844,0.0063477,0.0094491,0.23485,-0.62218,0.74681,0.9675,0.075505,-0.24135,-25.85,0.10788
-0.0031777,0.006345,0.0094493,0.23486,-0.6223,0.74671,0.96754,0.075892,-0.24106,-25.8,0.10787
-0.003171,0.0063424,0.0094496,0.23486,-0.62242,0.74661,0.96758,0.076282,-0.24078,-25.75,0.10786
-0.0031641,0.0063397,0.0094498,0.23487,-0.62254,0.74651,0.96762,0.076674,-0.24049,-25.7,0.10785
-0.0031572,0.006337,0.0094501,0.23487,-0.62266,0.74641,0.96766,0.077069,-0.2402,-25.65,0.10784
-0.0031502,0.0063342,0.0094504,0.23488,-0.62278,0.74631,0.9677,0.077466,-0.23992,-25.6,0.10783
-0.0031431,0.0063315,0.0094506,0.23489,-0.6229,0.74621,0.96774,0.077866,-0.23963,-25.55,0.10782
-0.003136,0.0063287,0.0094509,0.2349,-0.62301,0.74611,0.96778,0.078268,-0.23934,-25.5,0.10782
-0.0031288,0.0063259,0.0094512,0.23492,-0.62313,0.746,0.96781,0.078672,-0.23905,-25.45,0.10781
-0.0031215,0.0063231,0.0094515,0.23493,-0.62325,0.7459,0.96785,0.079078,-0.23876,-25.4,0.1078
-0.0031141,0.0063202,0.0094518,0.23495,-0.62336,0.7458,0.96789,0.079486,-0.23847,-25.35,0.10779
-0.0031067,0.0063174,0.009452,0.23497,-0.62348,0.7457,0.96793,0.079896,-0.23819,-25.3,0.10779
-0.0030992,0.0063145,0.0094523,0.23498,-0.62359,0.7456,0.96796,0.080308,-0.2379,-25.25,0.10778
-0.0030917,0.0063116,0.0094526,0.23501,-0.6237,0.7455,0.968,0.080722,-0.23761,-25.2,0.10777
-0.003084,0.0063087,0.0094529,0.23503,-0.62381,0.7454,0.96804,0.081137,-0.23732,-25.15,0.10777
-0.0030763,0.0063057,0.0094532,0.23505,-0.62392,0.7453,0.96807,0.081554,-0.23704,-25.1,0.10776
-0.0030686,0.0063028,0.0094535,0.23508,-0.62403,0.7452,0.96811,0.081973,-0.23675,-25.05,0.10776
-0.0030608,0.0062998,0.0094538,0.23511,-0.62414,0.7451,0.96814,0.082393,-0.23647,-25,0.10775
-0.0030529,0.0062968,0.0094541,0.23514,-0.62425,0.745,0.96817,0.082814,-0.23618,-24.95,0.10775
-0.0030449,0.0062938,0.0094544,0.23517,-0.62435,0.7449,0.96821,0.083237,-0.2359,-24.9,0.10775
-0.0030369,0.0062908,0.0094548,0.2352,-0.62446,0.7448,0.96824,0.083661,-0.23562,-24.85,0.10774
-0.0030289,0.0062878,0.0094551,0.23524,-0.62456,0.7447,0.96827,0.084087,-0.23534,-24.8,0.10774
-0.0030207,0.0062847,0.0094554,0.23527,-0.62467,0.74461,0.9683,0.084513,-0.23506,-24.75,0.10774
-0.0030125,0.0062817,0.0094557,0.23531,-0.62477,0.74451,0.96833,0.084941,-0.23478,-24.7,0.10774
-0.0030043,0.0062786,0.009456,0.23536,-0.62487,0.74441,0.96836,0.08537,-0.2345,-24.65,0.10773
-0.002996,0.0062755,0.0094564,0.2354,-0.62496,0.74432,0.96839,0.085799,-0.23422,-24.6,0.10773
-0.0029877,0.0062724,0.0094567,0.23544,-0.62506,0.74422,0.96842,0.08623,-0.23395,-24.55,0.10773
-0.0029793,0.0062693,0.009457,0.23549,-0.62516,0.74413,0.96845,0.086661,-0.23367,-24.5,0.10773
-0.0029708,0.0062662,0.0094574,0.23554,-0.62525,0.74403,0.96847,0.087094,-0.2334,-24.45,0.10773
-0.0029623,0.0062631,0.0094577,0.23559,-0.62534,0.74394,0.9685,0.087527,-0.23313,-24.4,0.10773
-0.0029537,0.0062599,0.0094581,0.23565,-0.62543,0.74384,0.96852,0.08796,-0.23286,-24.35,0.10773
-0.0029451,0.0062568,0.0094584,0.2357,-0.62552,0.74375,0.96855,0.088394,-0.2326,-24.3,0.10773
-0.0029365,0.0062536,0.0094588,0.23576,-0.62561,0.74366,0.96857,0.088829,-0.23233,-24.25,0.10774
-0.0029278,0.0062505,0.0094591,0.23582,-0.6257,0.74357,0.96859,0.089265,-0.23207,-24.2,0.10774
-0.0029191,0.0062473,0.0094595,0.23588,-0.62578,0.74348,0.96862,0.0897,-0.23181,-24.15,0.10774
-0.0029103,0.0062441,0.0094598,0.23594,-0.62586,0.74339,0.96864,0.090137,-0.23155,-24.1,0.10774
-0.0029015,0.0062409,0.0094602,0.23601,-0.62594,0.7433,0.96866,0.090573,-0.23129,-24.05,0.10775
-0.0028926,0.0062378,0.0094606,0.23608,-0.62602,0.74321,0.96868,0.09101,-0.23104,-24,0.10775
-0.0028837,0.0062346,0.0094609,0.23615,-0.6261,0.74313,0.9687,0.091448,-0.23078,-23.95,0.10775
-0.0028747,0.0062314,0.0094613,0.23622,-0.62617,0.74304,0.96872,0.091885,-0.23053,-23.9,0.10776
-0.0028658,0.0062282,0.0094617,0.23629,-0.62625,0.74295,0.96873,0.092323,-0.23028,-23.85,0.10777
-0.0028568,0.006225,0.009462,0.23637,-0.62632,0.74287,0.96875,0.092761,-0.23003,-23.8,0.10777
-0.0028477,0.0062217,0.0094624,0.23645,-0.62639,0.74279,0.96877,0.093199,-0.22979,-23.75,0.10778
-0.0028386,0.0062185,0.0094628,0.23653,-0.62645,0.7427,0.96878,0.093637,-0.22955,-23.7,0.10778
-0.0028295,0.0062153,0.0094632,0.23661,-0.62652,0.74262,0.9688,0.094075,-0.22931,-23.65,0.10779
-0.0028204,0.0062121,0.0094635,0.2367,-0.62658,0.74254,0.96881,0.094513,-0.22907,-23.6,0.1078
-0.0028112,0.0062089,0.0094639,0.23678,-0.62665,0.74246,0.96882,0.094951,-0.22884,-23.55,0.10781
-0.002802,0.0062057,0.0094643,0.23687,-0.62671,0.74238,0.96884,0.09539,-0.2286,-23.5,0.10781
-0.0027928,0.0062024,0.0094647,0.23696,-0.62677,0.7423,0.96885,0.095828,-0.22837,-23.45,0.10782
-0.0027835,0.0061992,0.0094651,0.23706,-0.62682,0.74222,0.96886,0.096266,-0.22814,-23.4,0.10783
-0.0027742,0.006196,0.0094655,0.23715,-0.62688,0.74215,0.96887,0.096704,-0.22792,-23.35,0.10784
-0.0027649,0.0061928,0.0094659,0.23725,-0.62693,0.74207,0.96887,0.097142,-0.2277,-23.3,0.10785
-0.0027556,0.0061896,0.0094663,0.23735,-0.62698,0.742,0.96888,0.097579,-0.22747,-23.25,0.10786
-0.0027462,0.0061864,0.0094667,0.23745,-0.62703,0.74192,0.96889,0.098017,-0.22726,-23.2,0.10787
-0.0027369,0.0061831,0.009467,0.23756,-0.62708,0.74185,0.9689,0.098454,-0.22704,-23.15,0.10789
-0.0027275,0.0061799,0.0094674,0.23766,-0.62712,0.74178,0.9689,0.098891,-0.22683,-23.1,0.1079
-0.0027181,0.0061767,0.0094678,0.23777,-0.62716,0.74171,0.96891,0.099328,-0.22662,-23.05,0.10791
-0.0027086,0.0061735,0.0094682,0.23788,-0.62721,0.74164,0.96891,0.099764,-0.22641,-23,0.10792
-0.0026992,0.0061703,0.0094686,0.23799,-0.62725,0.74157,0.96891,0.1002,-0.2262,-22.95,0.10794
-0.0026897,0.0061671,0.0094691,0.23811,-0.62728,0.7415,0.96891,0.10064,-0.226,-22.9,0.10795
-0.0026803,0.0061639,0.0094695,0.23823,-0.62732,0.74143,0.96892,0.10107,-0.2258,-22.85,0.10796
-0.0026708,0.0061607,0.0094699,0.23834,-0.62735,0.74136,0.96892,0.10151,-0.2256,-22.8,0.10798
-0.0026613,0.0061576,0.0094703,0.23846,-0.62739,0.7413,0.96892,0.10194,-0.22541,-22.75,0.10799
-0.0026518,0.0061544,0.0094707,0.23859,-0.62742,0.74123,0.96892,0.10238,-0.22522,-22.7,0.10801
-0.0026423,0.0061512,0.0094711,0.23871,-0.62745,0.74117,0.96891,0.10281,-0.22503,-22.65,0.10802
-0.0026327,0.006148,0.0094715,0.23884,-0.62747,0.7411,0.96891,0.10325,-0.22484,-22.6,0.10804
-0.0026232,0.0061449,0.0094719,0.23897,-0.6275,0.74104,0.96891,0.10368,-0.22465,-22.55,0.10805
-0.0026137,0.0061417,0.0094723,0.2391,-0.62752,0.74098,0.9689,0.10411,-0.22447,-22.5,0.10807
-0.0026041,0.0061386,0.0094727,0.23923,-0.62755,0.74092,0.9689,0.10455,-0.22429,-22.45,0.10809
-0.0025946,0.0061354,0.0094732,0.23936,-0.62757,0.74085,0.96889,0.10498,-0.22412,-22.4,0.1081
-0.002585,0.0061323,0.0094736,0.2395,-0.62759,0.74079,0.96889,0.10541,-0.22394,-22.35,0.10812
-0.0025754,0.0061292,0.009474,0.23964,-0.6276,0.74073,0.96888,0.10584,-0.22377,-22.3,0.10814
-0.0025659,0.0061261,0.0094744,0.23978,-0.62762,0.74068,0.96887,0.10627,-0.2236,-22.25,0.10816
-0.0025563,0.0061229,0.0094748,0.23992,-0.62763,0.74062,0.96886,0.1067,-0.22343,-22.2,0.10818
-0.0025468,0.0061198,0.0094752,0.24006,-0.62765,0.74056,0.96885,0.10713,-0.22327,-22.15,0.10819
-0.0025372,0.0061167,0.0094757,0.24021,-0.62766,0.7405,0.96884,0.10756,-0.22311,-22.1,0.10821
-0.0025276,0.0061137,0.0094761,0.24036,-0.62767,0.74045,0.96883,0.10799,-0.22295,-22.05,0.10823
-0.0025181,0.0061106,0.0094765,0.2405,-0.62768,0.74039,0.96882,0.10842,-0.22279,-22,0.10825
-0.0025085,0.0061075,0.0094769,0.24066,-0.62769,0.74033,0.96881,0.10885,-0.22263,-21.95,0.10827
-0.002499,0.0061045,0.0094773,0.24081,-0.62769,0.74028,0.96879,0.10928,-0.22248,-21.9,0.10829
-0.0024894,0.0061014,0.0094777,0.24096,-0.6277,0.74022,0.96878,0.10971,-0.22233,-21.85,0.10831
-0.0024799,0.0060984,0.0094782,0.24112,-0.6277,0.74017,0.96876,0.11013,-0.22218,-21.8,0.10833
-0.0024703,0.0060954,0.0094786,0.24128,-0.6277,0.74012,0.96875,0.11056,-0.22204,-21.75,0.10835
-0.0024608,0.0060923,0.009479,0.24143,-0.62771,0.74006,0.96873,0.11099,-0.2219,-21.7,0.10838
-0.0024512,0.0060893,0.0094794,0.2416,-0.62771,0.74001,0.96872,0.11141,-0.22176,-21.65,0.1084
-0.0024417,0.0060863,0.0094798,0.24176,-0.62771,0.73996,0.9687,0.11184,-0.22162,-21.6,0.10842
-0.0024322,0.0060833,0.0094803,0.24192,-0.6277,0.73991,0.96868,0.11226,-0.22148,-21.55,0.10844
-0.0024227,0.0060804,0.0094807,0.24209,-0.6277,0.73985,0.96866,0.11269,-0.22135,-21.5,0.10846
-0.0024132,0.0060774,0.0094811,0.24226,-0.6277,0.7398,0.96864,0.11311,-0.22122,-21.45,0.10848
-0.0024037,0.0060744,0.0094815,0.24243,-0.62769,0.73975,0.96862,0.11354,-0.22109,-21.4,0.10851
-0.0023942,0.0060715,0.0094819,0.2426,-0.62769,0.7397,0.9686,0.11396,-0.22096,-21.35,0.10853
-0.0023847,0.0060686,0.0094824,0.24277,-0.62768,0.73965,0.96858,0.11438,-0.22084,-21.3,0.10855
-0.0023753,0.0060656,0.0094828,0.24294,-0.62767,0.7396,0.96856,0.1148,-0.22072,-21.25,0.10857
-0.0023658,0.0060627,0.0094832,0.24312,-0.62767,0.73955,0.96853,0.11523,-0.2206,-21.2,0.1086
-0.0023564,0.0060598,0.0094836,0.24329,-0.62766,0.7395,0.96851,0.11565,-0.22048,-21.15,0.10862
-0.0023469,0.0060569,0.009484,0.24347,-0.62765,0.73944,0.96849,0.11607,-0.22037,-21.1,0.10864
-0.0023375,0.0060541,0.0094844,0.24365,-0.62764,0.73939,0.96846,0.11649,-0.22025,-21.05,0.10867
-0.0023281,0.0060512,0.0094849,0.24383,-0.62763,0.73934,0.96844,0.11691,-0.22014,-21,0.10869
-0.0023187,0.0060483,0.0094853,0.24401,-0.62762,0.73929,0.96841,0.11733,-0.22003,-20.95,0.10872
-0.0023093,0.0060455,0.0094857,0.2442,-0.62761,0.73924,0.96838,0.11774,-0.21993,-20.9,0.10874
-0.0023,0.0060426,0.0094861,0.24438,-0.6276,0.73919,0.96836,0.11816,-0.21982,-20.85,0.10876
-0.0022906,0.0060398,0.0094865,0.24457,-0.62758,0.73914,0.96833,0.11858,-0.21972,-20.8,0.10879
-0.0022813,0.006037,0.0094869,0.24476,-0.62757,0.73909,0.9683,0.119,-0.21962,-20.75,0.10881
-0.0022719,0.0060342,0.0094873,0.24495,-0.62756,0.73903,0.96827,0.11941,-0.21953,-20.7,0.10884
-0.0022626,0.0060314,0.0094877,0.24514,-0.62755,0.73898,0.96824,0.11983,-0.21943,-20.65,0.10886
-0.0022533,0.0060286,0.0094881,0.24533,-0.62753,0.73893,0.96821,0.12024,-0.21934,-20.6,0.10889
-0.002244,0.0060259,0.0094885,0.24552,-0.62752,0.73888,0.96818,0.12065,-0.21925,-20.55,0.10891
-0.0022347,0.0060231,0.009489,0.24572,-0.6275,0.73882,0.96815,0.12107,-0.21916,-20.5,0.10893
-0.0022255,0.0060204,0.0094894,0.24591,-0.62749,0.73877,0.96812,0.12148,-0.21907,-20.45,0.10896
-0.0022162,0.0060176,0.0094898,0.24611,-0.62748,0.73872,0.96808,0.12189,-0.21899,-20.4,0.10898
-0.002207,0.0060149,0.0094902,0.24631,-0.62746,0.73866,0.96805,0.1223,-0.2189,-20.35,0.10901
-0.0021978,0.0060122,0.0094906,0.24651,-0.62745,0.73861,0.96802,0.12271,-0.21882,-20.3,0.10903
-0.0021886,0.0060095,0.009491,0.24671,-0.62744,0.73855,0.96798,0.12312,-0.21875,-20.25,0.10906
-0.0021794,0.0060068,0.0094914,0.24691,-0.62742,0.7385,0.96795,0.12353,-0.21867,-20.2,0.10908
-0.0021702,0.0060041,0.0094918,0.24711,-0.62741,0.73844,0.96791,0.12394,-0.2186,-20.15,0.10911
-0.0021611,0.0060015,0.0094922,0.24731,-0.6274,0.73838,0.96788,0.12434,-0.21853,-20.1,0.10913
-0.0021519,0.0059988,0.0094925,0.24752,-0.62738,0.73833,0.96784,0.12475,-0.21846,-20.05,0.10916
-0.0021428,0.0059961,0.0094929,0.24773,-0.62737,0.73827,0.9678,0.12515,-0.21839,-20,0.10918
-0.0021337,0.0059935,0.0094933,0.24793,-0.62736,0.73821,0.96776,0.12556,-0.21833,-19.95,0.10921
-0.0021246,0.0059909,0.0094937,0.24814,-0.62735,0.73815,0.96773,0.12596,-0.21827,-19.9,0.10923
-0.0021155,0.0059883,0.0094941,0.24835,-0.62733,0.73809,0.96769,0.12636,-0.21821,-19.85,0.10926
-0.0021064,0.0059856,0.0094945,0.24856,-0.62732,0.73803,0.96765,0.12676,-0.21815,-19.8,0.10928
-0.0020973,0.005983,0.0094949,0.24877,-0.62731,0.73796,0.96761,0.12716,-0.21809,-19.75,0.10931
-0.0020883,0.0059805,0.0094953,0.24899,-0.6273,0.7379,0.96757,0.12756,-0.21804,-19.7,0.10933
-0.0020792,0.0059779,0.0094956,0.2492,-0.62729,0.73784,0.96753,0.12796,-0.21799,-19.65,0.10936
-0.0020702,0.0059753,0.009496,0.24942,-0.62728,0.73777,0.96748,0.12835,-0.21794,-19.6,0.10938
-0.0020612,0.0059728,0.0094964,0.24963,-0.62727,0.73771,0.96744,0.12875,-0.2179,-19.55,0.10941
-0.0020522,0.0059702,0.0094968,0.24985,-0.62726,0.73764,0.9674,0.12914,-0.21786,-19.5,0.10943
-0.0020432,0.0059677,0.0094971,0.25007,-0.62726,0.73757,0.96736,0.12953,-0.21782,-19.45,0.10946
-0.0020343,0.0059651,0.0094975,0.25029,-0.62725,0.73751,0.96731,0.12992,-0.21778,-19.4,0.10948
-0.0020253,0.0059626,0.0094979,0.25051,-0.62724,0.73744,0.96727,0.13031,-0.21774,-19.35,0.10951
-0.0020163,0.0059601,0.0094982,0.25073,-0.62724,0.73737,0.96722,0.1307,-0.21771,-19.3,0.10953
-0.0020074,0.0059576,0.0094986,0.25095,-0.62723,0.7373,0.96718,0.13109,-0.21768,-19.25,0.10956
-0.0019985,0.0059551,0.009499,0.25118,-0.62723,0.73722,0.96713,0.13147,-0.21765,-19.2,0.10958
-0.0019896,0.0059526,0.0094993,0.2514,-0.62722,0.73715,0.96708,0.13185,-0.21763,-19.15,0.10961
-0.0019807,0.0059501,0.0094997,0.25163,-0.62722,0.73708,0.96704,0.13223,-0.21761,-19.1,0.10963
-0.0019718,0.0059477,0.0095,0.25185,-0.62722,0.737,0.96699,0.13261,-0.21759,-19.05,0.10966
-0.0019629,0.0059452,0.0095004,0.25208,-0.62721,0.73692,0.96694,0.13299,-0.21757,-19,0.10968
-0.001954,0.0059428,0.0095007,0.25231,-0.62721,0.73685,0.96689,0.13337,-0.21756,-18.95,0.10971
-0.0019452,0.0059403,0.0095011,0.25254,-0.62721,0.73677,0.96684,0.13374,-0.21754,-18.9,0.10973
-0.0019363,0.0059379,0.0095014,0.25277,-0.62722,0.73669,0.96679,0.13411,-0.21754,-18.85,0.10976
-0.0019275,0.0059354,0.0095018,0.253,-0.62722,0.73661,0.96674,0.13448,-0.21753,-18.8,0.10978
-0.0019186,0.005933,0.0095021,0.25323,-0.62722,0.73652,0.96669,0.13485,-0.21753,-18.75,0.1098
-0.0019098,0.0059306,0.0095025,0.25347,-0.62722,0.73644,0.96664,0.13522,-0.21753,-18.7,0.10983
-0.001901,0.0059282,0.0095028,0.2537,-0.62723,0.73636,0.96659,0.13558,-0.21753,-18.65,0.10985
-0.0018922,0.0059258,0.0095031,0.25394,-0.62724,0.73627,0.96654,0.13594,-0.21754,-18.6,0.10988
-0.0018834,0.0059234,0.0095035,0.25417,-0.62724,0.73618,0.96648,0.1363,-0.21755,-18.55,0.1099
-0.0018746,0.005921,0.0095038,0.25441,-0.62725,0.73609,0.96643,0.13666,-0.21756,-18.5,0.10992
-0.0018658,0.0059187,0.0095041,0.25465,-0.62726,0.736,0.96638,0.13702,-0.21758,-18.45,0.10995
-0.001857,0.0059163,0.0095044,0.25489,-0.62727,0.73591,0.96632,0.13737,-0.2176,-18.4,0.10997
-0.0018482,0.0059139,0.0095047,0.25513,-0.62728,0.73582,0.96627,0.13772,-0.21762,-18.35,0.11
-0.0018394,0.0059116,0.0095051,0.25537,-0.62729,0.73573,0.96621,0.13807,-0.21765,-18.3,0.11002
-0.0018307,0.0059092,0.0095054,0.25561,-0.6273,0.73563,0.96616,0.13841,-0.21768,-18.25,0.11004
-0.0018219,0.0059069,0.0095057,0.25585,-0.62732,0.73554,0.9661,0.13876,-0.21771,-18.2,0.11007
-0.0018131,0.0059045,0.009506,0.2561,-0.62733,0.73544,0.96604,0.1391,-0.21775,-18.15,0.11009
-0.0018044,0.0059022,0.0095063,0.25634,-0.62735,0.73534,0.96598,0.13944,-0.21779,-18.1,0.11011
-0.0017956,0.0058999,0.0095066,0.25659,-0.62736,0.73524,0.96593,0.13977,-0.21783,-18.05,0.11014
-0.0017869,0.0058976,0.0095069,0.25684,-0.62738,0.73514,0.96587,0.1401,-0.21788,-18,0.11016
-0.0017781,0.0058953,0.0095072,0.25708,-0.6274,0.73504,0.96581,0.14043,-0.21793,-17.95,0.11018
-0.0017694,0.0058929,0.0095075,0.25733,-0.62742,0.73493,0.96575,0.14076,-0.21798,-17.9,0.11021
-0.0017606,0.0058906,0.0095077,0.25758,-0.62744,0.73483,0.96569,0.14109,-0.21804,-17.85,0.11023
-0.0017519,0.0058883,0.009508,0.25783,-0.62746,0.73472,0.96563,0.14141,-0.2181,-17.8,0.11025
-0.0017431,0.0058861,0.0095083,0.25808,-0.62748,0.73462,0.96557,0.14173,-0.21816,-17.75,0.11027
-0.0017344,0.0058838,0.0095086,0.25834,-0.62751,0.73451,0.9655,0.14204,-0.21823,-17.7,0.1103
-0.0017257,0.0058815,0.0095089,0.25859,-0.62753,0.7344,0.96544,0.14235,-0.2183,-17.65,0.11032
-0.0017169,0.0058792,0.0095091,0.25884,-0.62755,0.73429,0.96538,0.14266,-0.21838,-17.6,0.11034
-0.0017082,0.0058769,0.0095094,0.2591,-0.62758,0.73417,0.96532,0.14297,-0.21846,-17.55,0.11036
-0.0016995,0.0058747,0.0095097,0.25935,-0.62761,0.73406,0.96525,0.14327,-0.21854,-17.5,0.11039
-0.0016907,0.0058724,0.0095099,0.25961,-0.62764,0.73394,0.96519,0.14357,-0.21863,-17.45,0.11041
-0.001682,0.0058702,0.0095102,0.25987,-0.62767,0.73383,0.96512,0.14387,-0.21872,-17.4,0.11043
-0.0016732,0.0058679,0.0095104,0.26013,-0.6277,0.73371,0.96506,0.14416,-0.21881,-17.35,0.11045
-0.0016645,0.0058657,0.0095107,0.26039,-0.62773,0.73359,0.96499,0.14445,-0.21891,-17.3,0.11048
-0.0016557,0.0058634,0.0095109,0.26065,-0.62776,0.73347,0.96493,0.14474,-0.21902,-17.25,0.1105
-0.001647,0.0058612,0.0095111,0.26091,-0.62779,0.73335,0.96486,0.14502,-0.21912,-17.2,0.11052
-0.0016382,0.0058589,0.0095114,0.26117,-0.62783,0.73323,0.96479,0.14531,-0.21923,-17.15,0.11054
-0.0016295,0.0058567,0.0095116,0.26143,-0.62786,0.73311,0.96472,0.14558,-0.21935,-17.1,0.11056
-0.0016207,0.0058545,0.0095118,0.2617,-0.6279,0.73298,0.96466,0.14586,-0.21946,-17.05,0.11059
-0.001612,0.0058523,0.0095121,0.26196,-0.62793,0.73286,0.96459,0.14613,-0.21959,-17,0.11061
-0.0016032,0.0058501,0.0095123,0.26223,-0.62797,0.73273,0.96452,0.14639,-0.21971,-16.95,0.11063
-0.0015944,0.0058478,0.0095125,0.26249,-0.62801,0.7326,0.96445,0.14666,-0.21984,-16.9,0.11065
-0.0015857,0.0058456,0.0095127,0.26276,-0.62805,0.73247,0.96438,0.14692,-0.21998,-16.85,0.11067
-0.0015769,0.0058434,0.0095129,0.26303,-0.62809,0.73234,0.96431,0.14717,-0.22011,-16.8,0.11069
-0.0015681,0.0058412,0.0095131,0.26329,-0.62813,0.73221,0.96424,0.14743,-0.22026,-16.75,0.11072
-0.0015593,0.005839,0.0095133,0.26356,-0.62817,0.73208,0.96416,0.14768,-0.2204,-16.7,0.11074
-0.0015505,0.0058368,0.0095135,0.26383,-0.62821,0.73195,0.96409,0.14792,-0.22055,-16.65,0.11076
-0.0015417,0.0058346,0.0095137,0.2641,-0.62825,0.73181,0.96402,0.14817,-0.22071,-16.6,0.11078
-0.0015329,0.0058325,0.0095139,0.26438,-0.6283,0.73168,0.96395,0.14841,-0.22086,-16.55,0.1108
-0.0015241,0.0058303,0.009514,0.26465,-0.62834,0.73154,0.96387,0.14864,-0.22103,-16.5,0.11082
-0.0015153,0.0058281,0.0095142,0.26492,-0.62838,0.7314,0.9638,0.14887,-0.22119,-16.45,0.11084
-0.0015064,0.0058259,0.0095144,0.26519,-0.62843,0.73127,0.96373,0.1491,-0.22136,-16.4,0.11086
-0.0014976,0.0058237,0.0095146,0.26547,-0.62848,0.73113,0.96365,0.14933,-0.22153,-16.35,0.11088
-0.0014888,0.0058216,0.0095147,0.26574,-0.62852,0.73099,0.96358,0.14955,-0.22171,-16.3,0.11091
-0.0014799,0.0058194,0.0095149,0.26602,-0.62857,0.73085,0.9635,0.14977,-0.22189,-16.25,0.11093
-0.0014711,0.0058172,0.009515,0.26629,-0.62862,0.7307,0.96342,0.14999,-0.22207,-16.2,0.11095
-0.0014622,0.0058151,0.0095152,0.26657,-0.62866,0.73056,0.96335,0.1502,-0.22226,-16.15,0.11097
-0.0014533,0.0058129,0.0095153,0.26685,-0.62871,0.73042,0.96327,0.15041,-0.22245,-16.1,0.11099
-0.0014444,0.0058108,0.0095154,0.26713,-0.62876,0.73028,0.96319,0.15061,-0.22265,-16.05,0.11101
-0.0014356,0.0058086,0.0095156,0.2674,-0.62881,0.73013,0.96312,0.15081,-0.22285,-16,0.11103
-0.0014267,0.0058064,0.0095157,0.26768,-0.62886,0.72999,0.96304,0.15101,-0.22305,-15.95,0.11105
-0.0014178,0.0058043,0.0095158,0.26796,-0.62891,0.72984,0.96296,0.15121,-0.22326,-15.9,0.11107
-0.0014088,0.0058022,0.0095159,0.26824,-0.62896,0.72969,0.96288,0.1514,-0.22347,-15.85,0.11109
